% x,y,c (mol/m^3) @ t=0,c (mol/m^3) @ t=100,c (mol/m^3) @ t=200,c (mol/m^3) @ t=300,c (mol/m^3) @ t=400,c (mol/m^3) @ t=500,c (mol/m^3) @ t=600,c (mol/m^3) @ t=700,c (mol/m^3) @ t=800,c (mol/m^3) @ t=900,c (mol/m^3) @ t=1000,c (mol/m^3) @ t=1100,c (mol/m^3) @ t=1200,c (mol/m^3) @ t=1300,c (mol/m^3) @ t=1400,c (mol/m^3) @ t=1500,c (mol/m^3) @ t=1600,c (mol/m^3) @ t=1700,c (mol/m^3) @ t=1800,c (mol/m^3) @ t=1900,c (mol/m^3) @ t=2000,c (mol/m^3) @ t=2100,c (mol/m^3) @ t=2200,c (mol/m^3) @ t=2300,c (mol/m^3) @ t=2400,c (mol/m^3) @ t=2500,c (mol/m^3) @ t=2600,c (mol/m^3) @ t=2700,c (mol/m^3) @ t=2800,c (mol/m^3) @ t=2900,c (mol/m^3) @ t=3000
2010,2951.410072,1.52E-10,1.57E-10,1.62E-10,1.68E-10,1.75E-10,1.82E-10,1.90E-10,1.98E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.89E-10,3.10E-10,3.33E-10,3.62E-10,3.94E-10,4.32E-10,4.85E-10,5.46E-10,6.23E-10,7.56E-10,9.21E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.06E-09,3.74E+09
3000,2099.9958,4.36E-07,4.51E-07,4.67E-07,4.85E-07,5.03E-07,5.24E-07,5.46E-07,5.71E-07,5.98E-07,6.27E-07,6.59E-07,6.95E-07,7.36E-07,7.80E-07,8.33E-07,8.91E-07,9.58E-07,1.04E-06,1.13E-06,1.24E-06,1.39E-06,1.57E-06,1.79E-06,2.17E-06,2.65E-06,3.24E-06,4.14E-06,5.74E-06,9.31E-06,2.03E-05,3.74E+09
2951.415975,2069.99586,5.50E-07,5.69E-07,5.89E-07,6.11E-07,6.35E-07,6.61E-07,6.89E-07,7.19E-07,7.53E-07,7.90E-07,8.31E-07,8.77E-07,9.28E-07,9.84E-07,1.05E-06,1.12E-06,1.21E-06,1.31E-06,1.43E-06,1.57E-06,1.76E-06,1.98E-06,2.26E-06,2.74E-06,3.34E-06,4.08E-06,5.21E-06,7.24E-06,1.17E-05,2.56E-05,3.74E+09
2100,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2070,2951.410072,1.52E-10,1.57E-10,1.62E-10,1.68E-10,1.75E-10,1.82E-10,1.90E-10,1.98E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.89E-10,3.10E-10,3.33E-10,3.62E-10,3.94E-10,4.32E-10,4.85E-10,5.46E-10,6.23E-10,7.56E-10,9.21E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.06E-09,3.74E+09
3000,2159.99568,2.72E-07,2.81E-07,2.91E-07,3.02E-07,3.14E-07,3.26E-07,3.40E-07,3.55E-07,3.72E-07,3.91E-07,4.10E-07,4.33E-07,4.58E-07,4.86E-07,5.19E-07,5.55E-07,5.97E-07,6.48E-07,7.07E-07,7.75E-07,8.68E-07,9.79E-07,1.12E-06,1.35E-06,1.65E-06,2.02E-06,2.58E-06,3.58E-06,5.80E-06,1.27E-05,3.74E+09
2951.415975,2129.99574,3.45E-07,3.57E-07,3.69E-07,3.83E-07,3.98E-07,4.14E-07,4.32E-07,4.51E-07,4.72E-07,4.96E-07,5.21E-07,5.50E-07,5.82E-07,6.17E-07,6.58E-07,7.05E-07,7.57E-07,8.22E-07,8.97E-07,9.83E-07,1.10E-06,1.24E-06,1.42E-06,1.72E-06,2.10E-06,2.56E-06,3.27E-06,4.54E-06,7.36E-06,1.61E-05,3.74E+09
2160,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2130,2951.410072,1.52E-10,1.57E-10,1.62E-10,1.68E-10,1.75E-10,1.82E-10,1.90E-10,1.98E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.89E-10,3.10E-10,3.33E-10,3.62E-10,3.94E-10,4.32E-10,4.85E-10,5.46E-10,6.23E-10,7.56E-10,9.21E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.06E-09,3.74E+09
3000,2219.99556,1.67E-07,1.73E-07,1.79E-07,1.86E-07,1.93E-07,2.01E-07,2.09E-07,2.18E-07,2.29E-07,2.40E-07,2.52E-07,2.66E-07,2.82E-07,2.99E-07,3.19E-07,3.41E-07,3.67E-07,3.98E-07,4.34E-07,4.76E-07,5.34E-07,6.02E-07,6.87E-07,8.32E-07,1.02E-06,1.24E-06,1.58E-06,2.20E-06,3.57E-06,7.78E-06,3.74E+09
2951.416526,2189.995604,2.13E-07,2.21E-07,2.29E-07,2.37E-07,2.46E-07,2.56E-07,2.67E-07,2.79E-07,2.92E-07,3.07E-07,3.22E-07,3.40E-07,3.60E-07,3.82E-07,4.07E-07,4.36E-07,4.68E-07,5.09E-07,5.55E-07,6.08E-07,6.82E-07,7.69E-07,8.77E-07,1.06E-06,1.30E-06,1.58E-06,2.02E-06,2.81E-06,4.56E-06,9.93E-06,3.74E+09
2220,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2190,2951.410072,1.52E-10,1.57E-10,1.62E-10,1.68E-10,1.75E-10,1.82E-10,1.90E-10,1.98E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.89E-10,3.10E-10,3.33E-10,3.62E-10,3.94E-10,4.32E-10,4.85E-10,5.46E-10,6.23E-10,7.56E-10,9.21E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.06E-09,3.74E+09
3000,2279.99544,1.01E-07,1.05E-07,1.09E-07,1.13E-07,1.17E-07,1.22E-07,1.27E-07,1.33E-07,1.39E-07,1.46E-07,1.53E-07,1.62E-07,1.71E-07,1.81E-07,1.93E-07,2.07E-07,2.22E-07,2.42E-07,2.63E-07,2.89E-07,3.24E-07,3.65E-07,4.16E-07,5.05E-07,6.16E-07,7.52E-07,9.61E-07,1.33E-06,2.16E-06,4.72E-06,3.74E+09
2951.41806,2249.99553,1.30E-07,1.35E-07,1.40E-07,1.45E-07,1.50E-07,1.57E-07,1.63E-07,1.70E-07,1.78E-07,1.87E-07,1.97E-07,2.08E-07,2.20E-07,2.33E-07,2.49E-07,2.66E-07,2.86E-07,3.11E-07,3.39E-07,3.72E-07,4.16E-07,4.69E-07,5.36E-07,6.49E-07,7.92E-07,9.68E-07,1.24E-06,1.71E-06,2.78E-06,6.07E-06,3.74E+09
2280,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2249.99354,2951.407115,1.52E-10,1.57E-10,1.62E-10,1.68E-10,1.75E-10,1.82E-10,1.90E-10,1.98E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.89E-10,3.10E-10,3.33E-10,3.62E-10,3.94E-10,4.32E-10,4.85E-10,5.46E-10,6.23E-10,7.56E-10,9.21E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.06E-09,3.74E+09
3000,2339.99532,6.06E-08,6.27E-08,6.49E-08,6.74E-08,7.00E-08,7.28E-08,7.59E-08,7.93E-08,8.31E-08,8.71E-08,9.16E-08,9.67E-08,1.02E-07,1.08E-07,1.16E-07,1.24E-07,1.33E-07,1.45E-07,1.58E-07,1.73E-07,1.94E-07,2.18E-07,2.49E-07,3.02E-07,3.68E-07,4.50E-07,5.75E-07,7.98E-07,1.29E-06,2.82E-06,3.74E+09
2951.420946,2309.995858,7.85E-08,8.12E-08,8.41E-08,8.72E-08,9.06E-08,9.43E-08,9.83E-08,1.03E-07,1.08E-07,1.13E-07,1.19E-07,1.25E-07,1.32E-07,1.40E-07,1.50E-07,1.60E-07,1.72E-07,1.87E-07,2.04E-07,2.24E-07,2.51E-07,2.83E-07,3.23E-07,3.91E-07,4.77E-07,5.83E-07,7.44E-07,1.03E-06,1.68E-06,3.65E-06,3.74E+09
2340,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2309.978489,2951.400496,1.52E-10,1.57E-10,1.62E-10,1.68E-10,1.75E-10,1.82E-10,1.90E-10,1.98E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.89E-10,3.10E-10,3.33E-10,3.62E-10,3.94E-10,4.32E-10,4.85E-10,5.46E-10,6.23E-10,7.56E-10,9.21E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.06E-09,3.74E+09
3000,2399.9952,3.58E-08,3.70E-08,3.84E-08,3.98E-08,4.13E-08,4.30E-08,4.49E-08,4.68E-08,4.91E-08,5.15E-08,5.41E-08,5.71E-08,6.04E-08,6.40E-08,6.84E-08,7.32E-08,7.86E-08,8.54E-08,9.31E-08,1.02E-07,1.14E-07,1.29E-07,1.47E-07,1.78E-07,2.18E-07,2.66E-07,3.40E-07,4.71E-07,7.64E-07,1.67E-06,3.74E+09
2951.425861,2369.997614,4.67E-08,4.83E-08,5.00E-08,5.19E-08,5.39E-08,5.61E-08,5.85E-08,6.10E-08,6.39E-08,6.71E-08,7.05E-08,7.44E-08,7.87E-08,8.35E-08,8.91E-08,9.54E-08,1.02E-07,1.11E-07,1.21E-07,1.33E-07,1.49E-07,1.68E-07,1.92E-07,2.33E-07,2.84E-07,3.47E-07,4.43E-07,6.14E-07,9.96E-07,2.17E-06,3.74E+09
2400,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2369.945185,2951.386663,1.52E-10,1.57E-10,1.62E-10,1.68E-10,1.75E-10,1.82E-10,1.90E-10,1.98E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.90E-10,3.10E-10,3.33E-10,3.62E-10,3.94E-10,4.32E-10,4.85E-10,5.46E-10,6.23E-10,7.56E-10,9.22E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.06E-09,3.74E+09
3000,2459.99508,2.09E-08,2.16E-08,2.23E-08,2.32E-08,2.41E-08,2.51E-08,2.61E-08,2.73E-08,2.86E-08,3.00E-08,3.15E-08,3.33E-08,3.52E-08,3.73E-08,3.98E-08,4.26E-08,4.58E-08,4.98E-08,5.43E-08,5.95E-08,6.67E-08,7.52E-08,8.58E-08,1.04E-07,1.27E-07,1.55E-07,1.98E-07,2.75E-07,4.46E-07,9.71E-07,3.74E+09
2951.433571,2430.005206,2.74E-08,2.83E-08,2.93E-08,3.04E-08,3.16E-08,3.29E-08,3.43E-08,3.58E-08,3.75E-08,3.93E-08,4.13E-08,4.36E-08,4.62E-08,4.90E-08,5.23E-08,5.60E-08,6.01E-08,6.53E-08,7.12E-08,7.81E-08,8.75E-08,9.86E-08,1.13E-07,1.36E-07,1.66E-07,2.03E-07,2.60E-07,3.60E-07,5.85E-07,1.27E-06,3.74E+09
2460,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2429.881567,2951.36127,1.52E-10,1.57E-10,1.62E-10,1.69E-10,1.75E-10,1.82E-10,1.90E-10,1.98E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.90E-10,3.10E-10,3.33E-10,3.62E-10,3.94E-10,4.33E-10,4.85E-10,5.47E-10,6.24E-10,7.56E-10,9.22E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.06E-09,3.74E+09
3000,2519.99496,1.20E-08,1.24E-08,1.29E-08,1.33E-08,1.38E-08,1.44E-08,1.50E-08,1.57E-08,1.64E-08,1.72E-08,1.81E-08,1.91E-08,2.02E-08,2.15E-08,2.29E-08,2.45E-08,2.63E-08,2.86E-08,3.12E-08,3.42E-08,3.83E-08,4.32E-08,4.93E-08,5.98E-08,7.29E-08,8.91E-08,1.14E-07,1.58E-07,2.56E-07,5.59E-07,3.74E+09
2951.449808,2490.023043,1.58E-08,1.64E-08,1.70E-08,1.76E-08,1.83E-08,1.90E-08,1.98E-08,2.07E-08,2.17E-08,2.28E-08,2.39E-08,2.53E-08,2.67E-08,2.83E-08,3.03E-08,3.24E-08,3.48E-08,3.78E-08,4.12E-08,4.52E-08,5.06E-08,5.71E-08,6.51E-08,7.90E-08,9.63E-08,1.18E-07,1.50E-07,2.09E-07,3.38E-07,7.38E-07,3.74E+09
2520,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2489.770058,2951.313839,1.52E-10,1.57E-10,1.63E-10,1.69E-10,1.75E-10,1.82E-10,1.90E-10,1.99E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.71E-10,2.90E-10,3.10E-10,3.33E-10,3.62E-10,3.95E-10,4.33E-10,4.85E-10,5.47E-10,6.24E-10,7.56E-10,9.22E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.07E-09,3.74E+09
3000,2579.99484,6.81E-09,7.04E-09,7.29E-09,7.56E-09,7.86E-09,8.18E-09,8.53E-09,8.90E-09,9.33E-09,9.78E-09,1.03E-08,1.09E-08,1.15E-08,1.22E-08,1.30E-08,1.39E-08,1.49E-08,1.62E-08,1.77E-08,1.94E-08,2.18E-08,2.45E-08,2.80E-08,3.39E-08,4.14E-08,5.06E-08,6.46E-08,8.96E-08,1.45E-07,3.17E-07,3.74E+09
2951.496265,2550.038471,9.05E-09,9.36E-09,9.69E-09,1.01E-08,1.04E-08,1.09E-08,1.13E-08,1.18E-08,1.24E-08,1.30E-08,1.37E-08,1.44E-08,1.53E-08,1.62E-08,1.73E-08,1.85E-08,1.99E-08,2.16E-08,2.35E-08,2.58E-08,2.89E-08,3.26E-08,3.72E-08,4.51E-08,5.50E-08,6.72E-08,8.58E-08,1.19E-07,1.93E-07,4.21E-07,3.74E+09
2580,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2549.596282,2951.220055,1.52E-10,1.57E-10,1.63E-10,1.69E-10,1.75E-10,1.83E-10,1.90E-10,1.99E-10,2.08E-10,2.18E-10,2.29E-10,2.42E-10,2.56E-10,2.72E-10,2.90E-10,3.11E-10,3.34E-10,3.62E-10,3.95E-10,4.33E-10,4.86E-10,5.47E-10,6.25E-10,7.57E-10,9.23E-10,1.13E-09,1.44E-09,2.00E-09,3.24E-09,7.07E-09,3.74E+09
3000,2639.99472,3.81E-09,3.94E-09,4.08E-09,4.24E-09,4.40E-09,4.58E-09,4.77E-09,4.99E-09,5.22E-09,5.48E-09,5.76E-09,6.08E-09,6.43E-09,6.82E-09,7.28E-09,7.79E-09,8.37E-09,9.09E-09,9.91E-09,1.09E-08,1.22E-08,1.37E-08,1.57E-08,1.90E-08,2.32E-08,2.83E-08,3.61E-08,5.02E-08,8.14E-08,1.77E-07,3.74E+09
2951.567948,2610.060091,5.10E-09,5.27E-09,5.46E-09,5.67E-09,5.89E-09,6.13E-09,6.39E-09,6.67E-09,6.99E-09,7.33E-09,7.70E-09,8.13E-09,8.60E-09,9.12E-09,9.74E-09,1.04E-08,1.12E-08,1.22E-08,1.33E-08,1.45E-08,1.63E-08,1.84E-08,2.10E-08,2.54E-08,3.10E-08,3.79E-08,4.84E-08,6.71E-08,1.09E-07,2.37E-07,3.74E+09
2640,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2609.37919,2951.053196,1.52E-10,1.57E-10,1.63E-10,1.69E-10,1.76E-10,1.83E-10,1.91E-10,1.99E-10,2.09E-10,2.19E-10,2.30E-10,2.43E-10,2.57E-10,2.72E-10,2.91E-10,3.11E-10,3.34E-10,3.63E-10,3.96E-10,4.34E-10,4.86E-10,5.48E-10,6.26E-10,7.59E-10,9.25E-10,1.13E-09,1.44E-09,2.00E-09,3.25E-09,7.09E-09,3.74E+09
3000,2699.9946,2.11E-09,2.18E-09,2.26E-09,2.34E-09,2.43E-09,2.53E-09,2.64E-09,2.75E-09,2.89E-09,3.03E-09,3.18E-09,3.36E-09,3.55E-09,3.77E-09,4.02E-09,4.30E-09,4.62E-09,5.02E-09,5.48E-09,6.00E-09,6.73E-09,7.59E-09,8.66E-09,1.05E-08,1.28E-08,1.56E-08,2.00E-08,2.77E-08,4.50E-08,9.80E-08,3.74E+09
2951.651833,2670.101067,2.83E-09,2.93E-09,3.04E-09,3.15E-09,3.27E-09,3.41E-09,3.55E-09,3.71E-09,3.88E-09,4.07E-09,4.28E-09,4.52E-09,4.78E-09,5.07E-09,5.41E-09,5.79E-09,6.22E-09,6.76E-09,7.37E-09,8.08E-09,9.06E-09,1.02E-08,1.17E-08,1.41E-08,1.72E-08,2.11E-08,2.69E-08,3.73E-08,6.05E-08,1.32E-07,3.74E+09
2700,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2669.235482,2950.869062,1.52E-10,1.58E-10,1.63E-10,1.69E-10,1.76E-10,1.83E-10,1.91E-10,1.99E-10,2.09E-10,2.19E-10,2.30E-10,2.43E-10,2.57E-10,2.73E-10,2.91E-10,3.12E-10,3.35E-10,3.64E-10,3.97E-10,4.35E-10,4.87E-10,5.49E-10,6.27E-10,7.60E-10,9.27E-10,1.13E-09,1.45E-09,2.01E-09,3.26E-09,7.10E-09,3.74E+09
3000,2759.99448,1.15E-09,1.19E-09,1.23E-09,1.28E-09,1.33E-09,1.38E-09,1.44E-09,1.50E-09,1.57E-09,1.65E-09,1.73E-09,1.83E-09,1.94E-09,2.05E-09,2.19E-09,2.35E-09,2.52E-09,2.74E-09,2.99E-09,3.27E-09,3.67E-09,4.14E-09,4.72E-09,5.72E-09,6.98E-09,8.53E-09,1.09E-08,1.51E-08,2.45E-08,5.35E-08,3.74E+09
2951.805389,2730.142752,1.55E-09,1.61E-09,1.67E-09,1.73E-09,1.79E-09,1.87E-09,1.95E-09,2.03E-09,2.13E-09,2.24E-09,2.35E-09,2.48E-09,2.62E-09,2.78E-09,2.97E-09,3.18E-09,3.41E-09,3.71E-09,4.04E-09,4.43E-09,4.97E-09,5.60E-09,6.39E-09,7.75E-09,9.45E-09,1.15E-08,1.47E-08,2.05E-08,3.32E-08,7.24E-08,3.74E+09
2760,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2729.159449,2950.844373,1.52E-10,1.58E-10,1.63E-10,1.69E-10,1.76E-10,1.83E-10,1.91E-10,2.00E-10,2.09E-10,2.19E-10,2.30E-10,2.43E-10,2.57E-10,2.73E-10,2.91E-10,3.12E-10,3.35E-10,3.64E-10,3.97E-10,4.35E-10,4.88E-10,5.50E-10,6.27E-10,7.60E-10,9.27E-10,1.13E-09,1.45E-09,2.01E-09,3.26E-09,7.10E-09,3.74E+09
3000,2819.99436,6.17E-10,6.39E-10,6.62E-10,6.86E-10,7.13E-10,7.42E-10,7.74E-10,8.08E-10,8.46E-10,8.88E-10,9.33E-10,9.85E-10,1.04E-09,1.10E-09,1.18E-09,1.26E-09,1.36E-09,1.47E-09,1.61E-09,1.76E-09,1.97E-09,2.23E-09,2.54E-09,3.08E-09,3.75E-09,4.59E-09,5.86E-09,8.13E-09,1.32E-08,2.88E-08,3.74E+09
2952.098142,2790.130746,8.42E-10,8.71E-10,9.02E-10,9.36E-10,9.72E-10,1.01E-09,1.06E-09,1.10E-09,1.15E-09,1.21E-09,1.27E-09,1.34E-09,1.42E-09,1.51E-09,1.61E-09,1.72E-09,1.85E-09,2.01E-09,2.19E-09,2.40E-09,2.69E-09,3.03E-09,3.46E-09,4.20E-09,5.12E-09,6.26E-09,7.99E-09,1.11E-08,1.80E-08,3.92E-08,3.74E+09
2820,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2788.447108,2950.907405,1.52E-10,1.58E-10,1.63E-10,1.69E-10,1.76E-10,1.83E-10,1.91E-10,1.99E-10,2.09E-10,2.19E-10,2.30E-10,2.43E-10,2.57E-10,2.73E-10,2.91E-10,3.12E-10,3.35E-10,3.64E-10,3.96E-10,4.35E-10,4.87E-10,5.49E-10,6.27E-10,7.60E-10,9.26E-10,1.13E-09,1.45E-09,2.01E-09,3.25E-09,7.10E-09,3.74E+09
3000,2879.99424,3.28E-10,3.39E-10,3.51E-10,3.64E-10,3.78E-10,3.94E-10,4.11E-10,4.29E-10,4.49E-10,4.71E-10,4.95E-10,5.23E-10,5.53E-10,5.86E-10,6.26E-10,6.70E-10,7.20E-10,7.82E-10,8.53E-10,9.35E-10,1.05E-09,1.18E-09,1.35E-09,1.63E-09,1.99E-09,2.43E-09,3.11E-09,4.31E-09,7.00E-09,1.53E-08,3.74E+09
2953.145933,2849.96907,4.51E-10,4.66E-10,4.83E-10,5.01E-10,5.20E-10,5.42E-10,5.65E-10,5.90E-10,6.18E-10,6.48E-10,6.81E-10,7.19E-10,7.60E-10,8.06E-10,8.61E-10,9.21E-10,9.90E-10,1.08E-09,1.17E-09,1.29E-09,1.44E-09,1.62E-09,1.85E-09,2.25E-09,2.74E-09,3.35E-09,4.28E-09,5.93E-09,9.63E-09,2.10E-08,3.74E+09
2880,2999.994,8.87E-11,9.18E-11,9.51E-11,9.86E-11,1.02E-10,1.07E-10,1.11E-10,1.16E-10,1.22E-10,1.28E-10,1.34E-10,1.42E-10,1.50E-10,1.59E-10,1.69E-10,1.81E-10,1.95E-10,2.12E-10,2.31E-10,2.53E-10,2.84E-10,3.20E-10,3.65E-10,4.42E-10,5.39E-10,6.59E-10,8.42E-10,1.17E-09,1.90E-09,4.13E-09,3.74E+09
2845.965753,2950.987109,1.52E-10,1.58E-10,1.63E-10,1.69E-10,1.76E-10,1.83E-10,1.91E-10,1.99E-10,2.09E-10,2.19E-10,2.30E-10,2.43E-10,2.57E-10,2.72E-10,2.91E-10,3.11E-10,3.34E-10,3.63E-10,3.96E-10,4.34E-10,4.87E-10,5.49E-10,6.26E-10,7.59E-10,9.26E-10,1.13E-09,1.44E-09,2.00E-09,3.25E-09,7.09E-09,3.74E+09
3000,2939.99412,1.72E-10,1.78E-10,1.84E-10,1.91E-10,1.98E-10,2.06E-10,2.15E-10,2.25E-10,2.35E-10,2.47E-10,2.59E-10,2.74E-10,2.90E-10,3.07E-10,3.28E-10,3.51E-10,3.77E-10,4.09E-10,4.47E-10,4.90E-10,5.49E-10,6.19E-10,7.06E-10,8.56E-10,1.04E-09,1.28E-09,1.63E-09,2.26E-09,3.67E-09,7.99E-09,3.74E+09
2954.88045,2909.248112,2.39E-10,2.48E-10,2.57E-10,2.66E-10,2.77E-10,2.88E-10,3.00E-10,3.13E-10,3.28E-10,3.44E-10,3.62E-10,3.82E-10,4.04E-10,4.28E-10,4.57E-10,4.90E-10,5.26E-10,5.71E-10,6.23E-10,6.83E-10,7.66E-10,8.63E-10,9.85E-10,1.19E-09,1.46E-09,1.78E-09,2.27E-09,3.15E-09,5.12E-09,1.12E-08,3.74E+09
