% x,y,c (mol/m^3) @ t=0,c (mol/m^3) @ t=100,c (mol/m^3) @ t=200,c (mol/m^3) @ t=300,c (mol/m^3) @ t=400,c (mol/m^3) @ t=500,c (mol/m^3) @ t=600,c (mol/m^3) @ t=700,c (mol/m^3) @ t=800,c (mol/m^3) @ t=900,c (mol/m^3) @ t=1000,c (mol/m^3) @ t=1100,c (mol/m^3) @ t=1200,c (mol/m^3) @ t=1300,c (mol/m^3) @ t=1400,c (mol/m^3) @ t=1500,c (mol/m^3) @ t=1600,c (mol/m^3) @ t=1700,c (mol/m^3) @ t=1800,c (mol/m^3) @ t=1900,c (mol/m^3) @ t=2000,c (mol/m^3) @ t=2100,c (mol/m^3) @ t=2200,c (mol/m^3) @ t=2300,c (mol/m^3) @ t=2400,c (mol/m^3) @ t=2500,c (mol/m^3) @ t=2600,c (mol/m^3) @ t=2700,c (mol/m^3) @ t=2800,c (mol/m^3) @ t=2900,c (mol/m^3) @ t=3000
2028.714004,1680.262592,8.23E-06,8.52E-06,8.82E-06,9.15E-06,9.51E-06,9.90E-06,1.03E-05,1.08E-05,1.13E-05,1.18E-05,1.24E-05,1.31E-05,1.39E-05,1.47E-05,1.57E-05,1.68E-05,1.81E-05,1.96E-05,2.14E-05,2.35E-05,2.63E-05,2.97E-05,3.39E-05,4.11E-05,5.01E-05,6.12E-05,7.81E-05,1.08E-04,1.76E-04,3.84E-04,3.74E+09
1980.391836,1710.444759,6.81E-06,7.05E-06,7.30E-06,7.57E-06,7.87E-06,8.19E-06,8.54E-06,8.91E-06,9.34E-06,9.79E-06,1.03E-05,1.09E-05,1.15E-05,1.22E-05,1.30E-05,1.39E-05,1.50E-05,1.63E-05,1.77E-05,1.94E-05,2.18E-05,2.46E-05,2.80E-05,3.40E-05,4.14E-05,5.06E-05,6.46E-05,8.97E-05,1.46E-04,3.17E-04,3.74E+09
1933.185369,1739.576951,5.66E-06,5.85E-06,6.06E-06,6.29E-06,6.53E-06,6.80E-06,7.09E-06,7.40E-06,7.75E-06,8.13E-06,8.55E-06,9.02E-06,9.54E-06,1.01E-05,1.08E-05,1.16E-05,1.24E-05,1.35E-05,1.47E-05,1.61E-05,1.81E-05,2.04E-05,2.33E-05,2.82E-05,3.44E-05,4.20E-05,5.37E-05,7.45E-05,1.21E-04,2.63E-04,3.74E+09
1886.798289,1768.290589,4.69E-06,4.86E-06,5.03E-06,5.22E-06,5.42E-06,5.64E-06,5.88E-06,6.14E-06,6.43E-06,6.75E-06,7.09E-06,7.49E-06,7.92E-06,8.40E-06,8.96E-06,9.60E-06,1.03E-05,1.12E-05,1.22E-05,1.34E-05,1.50E-05,1.69E-05,1.93E-05,2.34E-05,2.85E-05,3.49E-05,4.45E-05,6.18E-05,1.00E-04,2.19E-04,3.74E+09
1842.825023,1795.617384,3.92E-06,4.05E-06,4.20E-06,4.36E-06,4.52E-06,4.71E-06,4.91E-06,5.13E-06,5.37E-06,5.63E-06,5.92E-06,6.25E-06,6.61E-06,7.01E-06,7.48E-06,8.01E-06,8.61E-06,9.35E-06,1.02E-05,1.12E-05,1.25E-05,1.41E-05,1.61E-05,1.95E-05,2.38E-05,2.91E-05,3.72E-05,5.16E-05,8.37E-05,1.83E-04,3.74E+09
1792.996332,1828.563777,3.14E-06,3.25E-06,3.37E-06,3.49E-06,3.63E-06,3.78E-06,3.94E-06,4.11E-06,4.31E-06,4.52E-06,4.75E-06,5.01E-06,5.30E-06,5.62E-06,6.00E-06,6.42E-06,6.90E-06,7.49E-06,8.17E-06,8.96E-06,1.00E-05,1.13E-05,1.29E-05,1.57E-05,1.91E-05,2.33E-05,2.98E-05,4.14E-05,6.71E-05,1.46E-04,3.74E+09
1764.452439,1882.379119,2.17E-06,2.25E-06,2.33E-06,2.41E-06,2.51E-06,2.61E-06,2.72E-06,2.84E-06,2.97E-06,3.12E-06,3.28E-06,3.46E-06,3.66E-06,3.88E-06,4.15E-06,4.44E-06,4.77E-06,5.18E-06,5.65E-06,6.19E-06,6.94E-06,7.82E-06,8.93E-06,1.08E-05,1.32E-05,1.61E-05,2.06E-05,2.86E-05,4.64E-05,1.01E-04,3.74E+09
1736.815278,1931.307783,1.54E-06,1.59E-06,1.65E-06,1.71E-06,1.77E-06,1.85E-06,1.93E-06,2.01E-06,2.11E-06,2.21E-06,2.32E-06,2.45E-06,2.59E-06,2.75E-06,2.93E-06,3.14E-06,3.37E-06,3.66E-06,4.00E-06,4.38E-06,4.91E-06,5.54E-06,6.32E-06,7.66E-06,9.34E-06,1.14E-05,1.46E-05,2.02E-05,3.28E-05,7.15E-05,3.74E+09
1708.40975,1979.606814,1.08E-06,1.12E-06,1.16E-06,1.20E-06,1.25E-06,1.30E-06,1.36E-06,1.42E-06,1.48E-06,1.56E-06,1.64E-06,1.73E-06,1.83E-06,1.94E-06,2.07E-06,2.21E-06,2.38E-06,2.58E-06,2.82E-06,3.09E-06,3.46E-06,3.90E-06,4.45E-06,5.40E-06,6.58E-06,8.04E-06,1.03E-05,1.43E-05,2.31E-05,5.04E-05,3.74E+09
1679.565036,2028.097141,7.55E-07,7.82E-07,8.10E-07,8.40E-07,8.72E-07,9.08E-07,9.47E-07,9.89E-07,1.04E-06,1.09E-06,1.14E-06,1.21E-06,1.27E-06,1.35E-06,1.44E-06,1.54E-06,1.66E-06,1.80E-06,1.97E-06,2.16E-06,2.42E-06,2.72E-06,3.11E-06,3.77E-06,4.59E-06,5.61E-06,7.17E-06,9.95E-06,1.61E-05,3.52E-05,3.74E+09
1650.000483,2076.899478,5.21E-07,5.39E-07,5.59E-07,5.79E-07,6.02E-07,6.27E-07,6.53E-07,6.82E-07,7.14E-07,7.50E-07,7.88E-07,8.32E-07,8.80E-07,9.33E-07,9.96E-07,1.07E-06,1.14E-06,1.24E-06,1.36E-06,1.49E-06,1.67E-06,1.88E-06,2.14E-06,2.60E-06,3.17E-06,3.87E-06,4.95E-06,6.86E-06,1.11E-05,2.43E-05,3.74E+09
1620.000111,2125.483465,3.57E-07,3.70E-07,3.83E-07,3.97E-07,4.12E-07,4.29E-07,4.48E-07,4.67E-07,4.90E-07,5.14E-07,5.40E-07,5.70E-07,6.03E-07,6.39E-07,6.82E-07,7.30E-07,7.84E-07,8.52E-07,9.29E-07,1.02E-06,1.14E-06,1.29E-06,1.47E-06,1.78E-06,2.17E-06,2.65E-06,3.39E-06,4.70E-06,7.63E-06,1.66E-05,3.74E+09
1590.000012,2174.067288,2.43E-07,2.51E-07,2.60E-07,2.70E-07,2.80E-07,2.92E-07,3.04E-07,3.17E-07,3.32E-07,3.49E-07,3.67E-07,3.87E-07,4.09E-07,4.34E-07,4.63E-07,4.96E-07,5.33E-07,5.79E-07,6.31E-07,6.92E-07,7.76E-07,8.74E-07,9.98E-07,1.21E-06,1.47E-06,1.80E-06,2.30E-06,3.19E-06,5.18E-06,1.13E-05,3.74E+09
1559.999981,2222.651164,1.63E-07,1.69E-07,1.75E-07,1.82E-07,1.89E-07,1.96E-07,2.05E-07,2.14E-07,2.24E-07,2.35E-07,2.47E-07,2.61E-07,2.76E-07,2.92E-07,3.12E-07,3.34E-07,3.59E-07,3.90E-07,4.25E-07,4.66E-07,5.22E-07,5.89E-07,6.72E-07,8.14E-07,9.93E-07,1.21E-06,1.55E-06,2.15E-06,3.49E-06,7.61E-06,3.74E+09
1529.999967,2271.235072,1.09E-07,1.13E-07,1.17E-07,1.21E-07,1.26E-07,1.31E-07,1.37E-07,1.43E-07,1.49E-07,1.57E-07,1.65E-07,1.74E-07,1.84E-07,1.95E-07,2.08E-07,2.23E-07,2.39E-07,2.60E-07,2.84E-07,3.11E-07,3.49E-07,3.93E-07,4.48E-07,5.44E-07,6.63E-07,8.10E-07,1.03E-06,1.44E-06,2.33E-06,5.08E-06,3.74E+09
1500,2319.819008,7.21E-08,7.46E-08,7.73E-08,8.02E-08,8.33E-08,8.67E-08,9.04E-08,9.44E-08,9.89E-08,1.04E-07,1.09E-07,1.15E-07,1.22E-07,1.29E-07,1.38E-07,1.47E-07,1.58E-07,1.72E-07,1.88E-07,2.06E-07,2.31E-07,2.60E-07,2.97E-07,3.60E-07,4.39E-07,5.36E-07,6.84E-07,9.50E-07,1.54E-06,3.36E-06,3.74E+09
1470,2368.402936,4.73E-08,4.89E-08,5.07E-08,5.26E-08,5.46E-08,5.69E-08,5.93E-08,6.19E-08,6.48E-08,6.80E-08,7.15E-08,7.55E-08,7.98E-08,8.46E-08,9.04E-08,9.67E-08,1.04E-07,1.13E-07,1.23E-07,1.35E-07,1.51E-07,1.71E-07,1.95E-07,2.36E-07,2.88E-07,3.51E-07,4.49E-07,6.23E-07,1.01E-06,2.20E-06,3.74E+09
1440,2416.986864,3.08E-08,3.18E-08,3.30E-08,3.42E-08,3.55E-08,3.70E-08,3.85E-08,4.02E-08,4.22E-08,4.42E-08,4.65E-08,4.91E-08,5.19E-08,5.50E-08,5.87E-08,6.29E-08,6.75E-08,7.34E-08,8.00E-08,8.77E-08,9.83E-08,1.11E-07,1.26E-07,1.53E-07,1.87E-07,2.29E-07,2.92E-07,4.05E-07,6.57E-07,1.43E-06,3.74E+09
1410,2465.570792,1.98E-08,2.05E-08,2.12E-08,2.20E-08,2.29E-08,2.38E-08,2.48E-08,2.59E-08,2.72E-08,2.85E-08,3.00E-08,3.16E-08,3.34E-08,3.55E-08,3.79E-08,4.05E-08,4.35E-08,4.73E-08,5.16E-08,5.65E-08,6.34E-08,7.14E-08,8.15E-08,9.88E-08,1.21E-07,1.47E-07,1.88E-07,2.61E-07,4.23E-07,9.23E-07,3.74E+09
1380,2514.15472,1.27E-08,1.31E-08,1.36E-08,1.41E-08,1.46E-08,1.52E-08,1.59E-08,1.66E-08,1.74E-08,1.82E-08,1.91E-08,2.02E-08,2.14E-08,2.27E-08,2.42E-08,2.59E-08,2.78E-08,3.02E-08,3.29E-08,3.61E-08,4.05E-08,4.56E-08,5.21E-08,6.31E-08,7.70E-08,9.41E-08,1.20E-07,1.67E-07,2.71E-07,5.90E-07,3.74E+09
1350,2562.738648,8.02E-09,8.30E-09,8.59E-09,8.92E-09,9.26E-09,9.64E-09,1.01E-08,1.05E-08,1.10E-08,1.15E-08,1.21E-08,1.28E-08,1.35E-08,1.44E-08,1.53E-08,1.64E-08,1.76E-08,1.91E-08,2.09E-08,2.29E-08,2.56E-08,2.89E-08,3.30E-08,4.00E-08,4.88E-08,5.96E-08,7.61E-08,1.06E-07,1.71E-07,3.74E-07,3.74E+09
1320,2611.322576,5.04E-09,5.21E-09,5.40E-09,5.60E-09,5.81E-09,6.05E-09,6.31E-09,6.59E-09,6.90E-09,7.24E-09,7.61E-09,8.03E-09,8.50E-09,9.01E-09,9.62E-09,1.03E-08,1.11E-08,1.20E-08,1.31E-08,1.44E-08,1.61E-08,1.81E-08,2.07E-08,2.51E-08,3.06E-08,3.74E-08,4.78E-08,6.63E-08,1.08E-07,2.35E-07,3.74E+09
1290,2659.906504,3.13E-09,3.24E-09,3.36E-09,3.48E-09,3.62E-09,3.77E-09,3.93E-09,4.10E-09,4.29E-09,4.51E-09,4.74E-09,5.00E-09,5.29E-09,5.61E-09,5.99E-09,6.41E-09,6.88E-09,7.48E-09,8.15E-09,8.94E-09,1.00E-08,1.13E-08,1.29E-08,1.56E-08,1.91E-08,2.33E-08,2.97E-08,4.13E-08,6.69E-08,1.46E-07,3.74E+09
1260,2708.490432,1.93E-09,2.00E-09,2.07E-09,2.15E-09,2.23E-09,2.32E-09,2.42E-09,2.53E-09,2.65E-09,2.78E-09,2.92E-09,3.08E-09,3.26E-09,3.46E-09,3.69E-09,3.95E-09,4.25E-09,4.61E-09,5.03E-09,5.52E-09,6.18E-09,6.97E-09,7.95E-09,9.64E-09,1.18E-08,1.44E-08,1.83E-08,2.55E-08,4.13E-08,9.01E-08,3.74E+09
1230,2757.07436,1.18E-09,1.22E-09,1.27E-09,1.31E-09,1.37E-09,1.42E-09,1.48E-09,1.55E-09,1.62E-09,1.70E-09,1.79E-09,1.89E-09,2.00E-09,2.12E-09,2.26E-09,2.42E-09,2.60E-09,2.82E-09,3.08E-09,3.37E-09,3.78E-09,4.26E-09,4.86E-09,5.90E-09,7.19E-09,8.78E-09,1.12E-08,1.56E-08,2.53E-08,5.51E-08,3.74E+09
1200,2805.658288,7.17E-10,7.42E-10,7.68E-10,7.97E-10,8.28E-10,8.62E-10,8.98E-10,9.38E-10,9.82E-10,1.03E-09,1.08E-09,1.14E-09,1.21E-09,1.28E-09,1.37E-09,1.47E-09,1.57E-09,1.71E-09,1.86E-09,2.04E-09,2.29E-09,2.58E-09,2.95E-09,3.57E-09,4.36E-09,5.33E-09,6.80E-09,9.44E-09,1.53E-08,3.34E-08,3.74E+09
1170,2854.242216,4.31E-10,4.46E-10,4.62E-10,4.79E-10,4.97E-10,5.18E-10,5.40E-10,5.64E-10,5.90E-10,6.19E-10,6.51E-10,6.87E-10,7.27E-10,7.71E-10,8.23E-10,8.81E-10,9.46E-10,1.03E-09,1.12E-09,1.23E-09,1.38E-09,1.55E-09,1.77E-09,2.15E-09,2.62E-09,3.20E-09,4.09E-09,5.67E-09,9.20E-09,2.01E-08,3.74E+09
1140,2902.826144,2.57E-10,2.65E-10,2.75E-10,2.85E-10,2.96E-10,3.08E-10,3.22E-10,3.36E-10,3.52E-10,3.69E-10,3.88E-10,4.09E-10,4.33E-10,4.59E-10,4.90E-10,5.25E-10,5.64E-10,6.12E-10,6.68E-10,7.32E-10,8.21E-10,9.25E-10,1.06E-09,1.28E-09,1.56E-09,1.91E-09,2.43E-09,3.38E-09,5.48E-09,1.20E-08,3.74E+09
2902.83195,1199.9976,1.07E-04,1.10E-04,1.14E-04,1.19E-04,1.23E-04,1.28E-04,1.34E-04,1.40E-04,1.46E-04,1.53E-04,1.61E-04,1.70E-04,1.80E-04,1.91E-04,2.04E-04,2.18E-04,2.34E-04,2.55E-04,2.78E-04,3.04E-04,3.41E-04,3.85E-04,4.39E-04,5.32E-04,6.49E-04,7.93E-04,0.001012108,0.001404668,0.002278904,0.004969342,3.74E+09
2854.247925,1229.99754,9.32E-05,9.64E-05,9.99E-05,1.04E-04,1.08E-04,1.12E-04,1.17E-04,1.22E-04,1.28E-04,1.34E-04,1.41E-04,1.49E-04,1.57E-04,1.67E-04,1.78E-04,1.91E-04,2.05E-04,2.22E-04,2.43E-04,2.66E-04,2.98E-04,3.36E-04,3.83E-04,4.65E-04,5.67E-04,6.93E-04,8.84E-04,0.00122728,0.001991115,0.004341794,3.74E+09
2805.663899,1259.99748,8.12E-05,8.40E-05,8.70E-05,9.02E-05,9.37E-05,9.76E-05,1.02E-04,1.06E-04,1.11E-04,1.17E-04,1.23E-04,1.29E-04,1.37E-04,1.45E-04,1.55E-04,1.66E-04,1.78E-04,1.94E-04,2.11E-04,2.32E-04,2.60E-04,2.93E-04,3.34E-04,4.05E-04,4.94E-04,6.03E-04,7.70E-04,0.001068726,0.00173388,0.003780871,3.74E+09
2757.079874,1289.99742,7.05E-05,7.29E-05,7.55E-05,7.83E-05,8.13E-05,8.47E-05,8.83E-05,9.22E-05,9.66E-05,1.01E-04,1.06E-04,1.12E-04,1.19E-04,1.26E-04,1.35E-04,1.44E-04,1.55E-04,1.68E-04,1.83E-04,2.01E-04,2.25E-04,2.54E-04,2.90E-04,3.51E-04,4.28E-04,5.23E-04,6.68E-04,9.28E-04,0.001504852,0.003281458,3.74E+09
2708.495849,1319.99736,6.09E-05,6.30E-05,6.53E-05,6.77E-05,7.04E-05,7.33E-05,7.64E-05,7.97E-05,8.35E-05,8.76E-05,9.21E-05,9.72E-05,1.03E-04,1.09E-04,1.16E-04,1.25E-04,1.34E-04,1.45E-04,1.59E-04,1.74E-04,1.95E-04,2.20E-04,2.51E-04,3.04E-04,3.71E-04,4.53E-04,5.78E-04,8.02E-04,0.001301731,0.002838535,3.74E+09
2659.911824,1349.9973,5.25E-05,5.44E-05,5.63E-05,5.84E-05,6.07E-05,6.32E-05,6.58E-05,6.88E-05,7.20E-05,7.55E-05,7.94E-05,8.38E-05,8.87E-05,9.40E-05,1.00E-04,1.07E-04,1.15E-04,1.25E-04,1.37E-04,1.50E-04,1.68E-04,1.89E-04,2.16E-04,2.62E-04,3.19E-04,3.90E-04,4.98E-04,6.92E-04,0.001122279,0.002447225,3.74E+09
2611.327799,1379.99724,4.51E-05,4.67E-05,4.84E-05,5.02E-05,5.21E-05,5.43E-05,5.66E-05,5.91E-05,6.19E-05,6.49E-05,6.82E-05,7.20E-05,7.62E-05,8.08E-05,8.62E-05,9.23E-05,9.92E-05,1.08E-04,1.17E-04,1.29E-04,1.44E-04,1.63E-04,1.86E-04,2.25E-04,2.74E-04,3.35E-04,4.28E-04,5.94E-04,9.64E-04,0.002102839,3.74E+09
2562.743774,1409.99718,3.87E-05,4.00E-05,4.14E-05,4.30E-05,4.46E-05,4.65E-05,4.85E-05,5.06E-05,5.30E-05,5.56E-05,5.84E-05,6.17E-05,6.52E-05,6.92E-05,7.39E-05,7.91E-05,8.49E-05,9.22E-05,1.01E-04,1.10E-04,1.24E-04,1.39E-04,1.59E-04,1.93E-04,2.35E-04,2.87E-04,3.67E-04,5.09E-04,8.26E-04,0.001800903,3.74E+09
2514.159748,1439.99712,3.30E-05,3.41E-05,3.54E-05,3.67E-05,3.81E-05,3.97E-05,4.14E-05,4.32E-05,4.52E-05,4.75E-05,4.99E-05,5.26E-05,5.57E-05,5.90E-05,6.30E-05,6.75E-05,7.25E-05,7.87E-05,8.59E-05,9.41E-05,1.06E-04,1.19E-04,1.36E-04,1.65E-04,2.01E-04,2.45E-04,3.13E-04,4.35E-04,7.05E-04,0.001537189,3.74E+09
2465.575723,1469.99706,2.81E-05,2.90E-05,3.01E-05,3.12E-05,3.24E-05,3.37E-05,3.52E-05,3.67E-05,3.85E-05,4.04E-05,4.24E-05,4.48E-05,4.74E-05,5.02E-05,5.36E-05,5.74E-05,6.17E-05,6.70E-05,7.30E-05,8.01E-05,8.98E-05,1.01E-04,1.15E-04,1.40E-04,1.71E-04,2.09E-04,2.66E-04,3.70E-04,6.00E-04,0.001307725,3.74E+09
2416.991698,1499.997,2.38E-05,2.46E-05,2.55E-05,2.65E-05,2.75E-05,2.86E-05,2.98E-05,3.12E-05,3.26E-05,3.42E-05,3.60E-05,3.80E-05,4.02E-05,4.26E-05,4.55E-05,4.87E-05,5.23E-05,5.68E-05,6.19E-05,6.79E-05,7.61E-05,8.58E-05,9.79E-05,1.19E-04,1.45E-04,1.77E-04,2.26E-04,3.13E-04,5.08E-04,0.001108812,3.74E+09
2368.407673,1529.99694,2.01E-05,2.08E-05,2.16E-05,2.24E-05,2.32E-05,2.42E-05,2.52E-05,2.63E-05,2.76E-05,2.89E-05,3.04E-05,3.21E-05,3.39E-05,3.60E-05,3.84E-05,4.11E-05,4.42E-05,4.80E-05,5.23E-05,5.74E-05,6.43E-05,7.25E-05,8.27E-05,1.00E-04,1.22E-04,1.49E-04,1.91E-04,2.65E-04,4.30E-04,9.37E-04,3.74E+09
2319.823693,1559.99691,1.69E-05,1.75E-05,1.82E-05,1.88E-05,1.96E-05,2.04E-05,2.12E-05,2.22E-05,2.32E-05,2.44E-05,2.56E-05,2.70E-05,2.86E-05,3.03E-05,3.24E-05,3.46E-05,3.72E-05,4.04E-05,4.41E-05,4.83E-05,5.42E-05,6.11E-05,6.97E-05,8.45E-05,1.03E-04,1.26E-04,1.61E-04,2.23E-04,3.62E-04,7.89E-04,3.74E+09
2271.241834,1589.997986,1.42E-05,1.47E-05,1.52E-05,1.58E-05,1.64E-05,1.71E-05,1.78E-05,1.86E-05,1.95E-05,2.05E-05,2.15E-05,2.27E-05,2.40E-05,2.54E-05,2.72E-05,2.91E-05,3.12E-05,3.39E-05,3.70E-05,4.06E-05,4.55E-05,5.13E-05,5.85E-05,7.09E-05,8.65E-05,1.06E-04,1.35E-04,1.87E-04,3.04E-04,6.63E-04,3.74E+09
2222.669496,1620.005439,1.19E-05,1.23E-05,1.28E-05,1.32E-05,1.37E-05,1.43E-05,1.49E-05,1.56E-05,1.63E-05,1.71E-05,1.80E-05,1.90E-05,2.01E-05,2.13E-05,2.27E-05,2.43E-05,2.61E-05,2.84E-05,3.10E-05,3.39E-05,3.81E-05,4.29E-05,4.89E-05,5.93E-05,7.24E-05,8.84E-05,1.13E-04,1.57E-04,2.54E-04,5.54E-04,3.74E+09
2174.134507,1650.037911,9.92E-06,1.03E-05,1.06E-05,1.10E-05,1.15E-05,1.19E-05,1.24E-05,1.30E-05,1.36E-05,1.43E-05,1.50E-05,1.58E-05,1.67E-05,1.78E-05,1.89E-05,2.03E-05,2.18E-05,2.37E-05,2.58E-05,2.83E-05,3.17E-05,3.58E-05,4.08E-05,4.95E-05,6.03E-05,7.37E-05,9.41E-05,1.31E-04,2.12E-04,4.62E-04,3.74E+09
2125.649275,1680.118596,8.24E-06,8.53E-06,8.83E-06,9.16E-06,9.52E-06,9.91E-06,1.03E-05,1.08E-05,1.13E-05,1.18E-05,1.25E-05,1.31E-05,1.39E-05,1.47E-05,1.57E-05,1.69E-05,1.81E-05,1.97E-05,2.14E-05,2.35E-05,2.64E-05,2.97E-05,3.39E-05,4.11E-05,5.01E-05,6.12E-05,7.82E-05,1.09E-04,1.76E-04,3.84E-04,3.74E+09
2077.259402,1710.241507,6.82E-06,7.06E-06,7.31E-06,7.58E-06,7.88E-06,8.20E-06,8.55E-06,8.93E-06,9.35E-06,9.81E-06,1.03E-05,1.09E-05,1.15E-05,1.22E-05,1.30E-05,1.39E-05,1.50E-05,1.63E-05,1.77E-05,1.95E-05,2.18E-05,2.46E-05,2.81E-05,3.40E-05,4.15E-05,5.07E-05,6.47E-05,8.98E-05,1.46E-04,3.18E-04,3.74E+09
2029.041551,1740.330821,5.63E-06,5.82E-06,6.03E-06,6.26E-06,6.50E-06,6.76E-06,7.05E-06,7.36E-06,7.71E-06,8.09E-06,8.50E-06,8.98E-06,9.50E-06,1.01E-05,1.07E-05,1.15E-05,1.24E-05,1.34E-05,1.46E-05,1.61E-05,1.80E-05,2.03E-05,2.31E-05,2.81E-05,3.42E-05,4.18E-05,5.34E-05,7.41E-05,1.20E-04,2.62E-04,3.74E+09
1981.284596,1769.952243,4.64E-06,4.80E-06,4.97E-06,5.16E-06,5.36E-06,5.58E-06,5.82E-06,6.07E-06,6.36E-06,6.67E-06,7.01E-06,7.41E-06,7.83E-06,8.31E-06,8.87E-06,9.49E-06,1.02E-05,1.11E-05,1.21E-05,1.32E-05,1.48E-05,1.67E-05,1.91E-05,2.31E-05,2.82E-05,3.45E-05,4.40E-05,6.11E-05,9.92E-05,2.16E-04,3.74E+09
1934.045525,1799.21125,3.83E-06,3.96E-06,4.10E-06,4.25E-06,4.42E-06,4.60E-06,4.79E-06,5.01E-06,5.24E-06,5.50E-06,5.78E-06,6.10E-06,6.46E-06,6.85E-06,7.31E-06,7.82E-06,8.40E-06,9.13E-06,9.95E-06,1.09E-05,1.22E-05,1.38E-05,1.57E-05,1.91E-05,2.33E-05,2.84E-05,3.63E-05,5.04E-05,8.17E-05,1.78E-04,3.74E+09
1888.197321,1827.666439,3.16E-06,3.27E-06,3.39E-06,3.51E-06,3.65E-06,3.80E-06,3.96E-06,4.14E-06,4.33E-06,4.54E-06,4.78E-06,5.04E-06,5.33E-06,5.65E-06,6.04E-06,6.46E-06,6.94E-06,7.54E-06,8.22E-06,9.02E-06,1.01E-05,1.14E-05,1.30E-05,1.58E-05,1.92E-05,2.35E-05,3.00E-05,4.16E-05,6.75E-05,1.47E-04,3.74E+09
1845.578741,1844.03407,2.83E-06,2.93E-06,3.03E-06,3.14E-06,3.26E-06,3.40E-06,3.54E-06,3.70E-06,3.88E-06,4.07E-06,4.27E-06,4.51E-06,4.77E-06,5.06E-06,5.40E-06,5.78E-06,6.21E-06,6.75E-06,7.36E-06,8.07E-06,9.04E-06,1.02E-05,1.16E-05,1.41E-05,1.72E-05,2.10E-05,2.68E-05,3.72E-05,6.04E-05,1.32E-04,3.74E+09
1821.721361,1884.392668,2.14E-06,2.21E-06,2.29E-06,2.38E-06,2.47E-06,2.57E-06,2.68E-06,2.80E-06,2.93E-06,3.08E-06,3.23E-06,3.41E-06,3.61E-06,3.83E-06,4.09E-06,4.38E-06,4.70E-06,5.11E-06,5.57E-06,6.10E-06,6.84E-06,7.71E-06,8.80E-06,1.07E-05,1.30E-05,1.59E-05,2.03E-05,2.82E-05,4.57E-05,9.97E-05,3.74E+09
1794.601405,1932.777507,1.52E-06,1.57E-06,1.63E-06,1.69E-06,1.76E-06,1.83E-06,1.90E-06,1.99E-06,2.08E-06,2.19E-06,2.30E-06,2.42E-06,2.56E-06,2.72E-06,2.90E-06,3.11E-06,3.34E-06,3.63E-06,3.95E-06,4.34E-06,4.86E-06,5.48E-06,6.25E-06,7.58E-06,9.24E-06,1.13E-05,1.44E-05,2.00E-05,3.25E-05,7.08E-05,3.74E+09
1767.123929,1980.268763,1.08E-06,1.11E-06,1.15E-06,1.20E-06,1.24E-06,1.30E-06,1.35E-06,1.41E-06,1.48E-06,1.55E-06,1.63E-06,1.72E-06,1.82E-06,1.93E-06,2.06E-06,2.20E-06,2.37E-06,2.57E-06,2.80E-06,3.07E-06,3.45E-06,3.88E-06,4.43E-06,5.37E-06,6.55E-06,8.00E-06,1.02E-05,1.42E-05,2.30E-05,5.02E-05,3.74E+09
1739.114781,2028.285419,7.54E-07,7.80E-07,8.08E-07,8.39E-07,8.71E-07,9.07E-07,9.45E-07,9.87E-07,1.03E-06,1.08E-06,1.14E-06,1.20E-06,1.27E-06,1.35E-06,1.44E-06,1.54E-06,1.66E-06,1.80E-06,1.96E-06,2.15E-06,2.41E-06,2.72E-06,3.10E-06,3.76E-06,4.59E-06,5.60E-06,7.16E-06,9.93E-06,1.61E-05,3.51E-05,3.74E+09
1710.00254,2076.899946,5.21E-07,5.39E-07,5.59E-07,5.79E-07,6.02E-07,6.27E-07,6.53E-07,6.82E-07,7.14E-07,7.50E-07,7.88E-07,8.32E-07,8.80E-07,9.33E-07,9.96E-07,1.07E-06,1.14E-06,1.24E-06,1.36E-06,1.49E-06,1.67E-06,1.88E-06,2.14E-06,2.60E-06,3.17E-06,3.87E-06,4.95E-06,6.86E-06,1.11E-05,2.43E-05,3.74E+09
1680.000079,2125.4839,3.57E-07,3.70E-07,3.83E-07,3.97E-07,4.12E-07,4.29E-07,4.48E-07,4.67E-07,4.90E-07,5.14E-07,5.40E-07,5.70E-07,6.03E-07,6.39E-07,6.82E-07,7.30E-07,7.84E-07,8.52E-07,9.29E-07,1.02E-06,1.14E-06,1.29E-06,1.47E-06,1.78E-06,2.17E-06,2.65E-06,3.39E-06,4.70E-06,7.63E-06,1.66E-05,3.74E+09
1649.999935,2174.067415,2.43E-07,2.51E-07,2.60E-07,2.70E-07,2.80E-07,2.92E-07,3.04E-07,3.17E-07,3.32E-07,3.49E-07,3.67E-07,3.87E-07,4.09E-07,4.34E-07,4.63E-07,4.96E-07,5.33E-07,5.79E-07,6.31E-07,6.92E-07,7.76E-07,8.74E-07,9.98E-07,1.21E-06,1.47E-06,1.80E-06,2.30E-06,3.19E-06,5.18E-06,1.13E-05,3.74E+09
1619.999812,2222.65115,1.63E-07,1.69E-07,1.75E-07,1.82E-07,1.89E-07,1.96E-07,2.05E-07,2.14E-07,2.24E-07,2.35E-07,2.47E-07,2.61E-07,2.76E-07,2.92E-07,3.12E-07,3.34E-07,3.59E-07,3.90E-07,4.25E-07,4.66E-07,5.22E-07,5.89E-07,6.72E-07,8.14E-07,9.93E-07,1.21E-06,1.55E-06,2.15E-06,3.49E-06,7.61E-06,3.74E+09
